freehms,gincdif,lrscale,impcntr,euftf,item,group
1,0.43272579612075224,-0.11039004308582788,0.44600201323886984,0.08520324237981261,freehms,1
0.43272579612075224,1,-0.4631091519004071,0.5534997526140801,0.1648787830955442,gincdif,1
-0.11039004308582788,-0.4631091519004071,1,-0.034917384093153724,-0.316721023719009,lrscale,1
0.44600201323886984,0.5534997526140801,-0.034917384093153724,1,0.08506360003738152,impcntr,1
0.08520324237981261,0.1648787830955442,-0.316721023719009,0.08506360003738152,1,euftf,1
1,-0.5324006466969642,-0.36834548851037796,0.5422065196275262,0.31597214888976377,freehms,2
-0.5324006466969642,1,0.46367810544660754,-0.35477995819806507,-0.24780195417739928,gincdif,2
-0.36834548851037796,0.46367810544660754,1,-0.40587731613831435,-0.22280502625442436,lrscale,2
0.5422065196275262,-0.35477995819806507,-0.40587731613831435,1,0.2770569902600343,impcntr,2
0.31597214888976377,-0.24780195417739928,-0.22280502625442436,0.2770569902600343,1,euftf,2
1,0.42684446394700354,0.3009231382732304,-0.15218343661790562,-0.0021511242918607733,freehms,3
0.42684446394700354,1,0.010454360797643624,0.05462214487139023,-0.14171753134634618,gincdif,3
0.3009231382732304,0.010454360797643624,1,0.326154740726059,0.12618179962662365,lrscale,3
-0.15218343661790562,0.05462214487139023,0.326154740726059,1,0.012964440477638948,impcntr,3
-0.0021511242918607733,-0.14171753134634618,0.12618179962662365,0.012964440477638948,1,euftf,3
