freehms,gincdif,lrscale,impcntr,euftf,item,group
1,-0.10136678176226227,0.18482246805323785,0.07580004116301864,0.1406750577875537,freehms,1
-0.10136678176226227,1,-0.03270678285301698,-0.0873746219572978,-0.007986187235856694,gincdif,1
0.18482246805323785,-0.03270678285301698,1,-0.03908685697038847,-0.14392822191502122,lrscale,1
0.07580004116301864,-0.0873746219572978,-0.03908685697038847,1,0.2693310407545727,impcntr,1
0.1406750577875537,-0.007986187235856694,-0.14392822191502122,0.2693310407545727,1,euftf,1
1,0.3138243764162293,-0.3448491998549319,0.30492568311958657,0.03576660880430175,freehms,2
0.3138243764162293,1,-0.3320925319088867,0.04083681029474855,-0.14276743569512232,gincdif,2
-0.3448491998549319,-0.3320925319088867,1,-0.05629889146767296,0.1954905760766458,lrscale,2
0.30492568311958657,0.04083681029474855,-0.05629889146767296,1,0.12498969250312249,impcntr,2
0.03576660880430175,-0.14276743569512232,0.1954905760766458,0.12498969250312249,1,euftf,2
