idno,freehms,gincdif,lrscale,impcntr,euftf,group
8244,1,1,0,-0.33333333333333326,0,5
8246,1,-0,0,-0.33333333333333326,0.3999999999999999,6
8275,1,1,-0.19999999999999996,0.33333333333333337,0.6000000000000001,7
8291,-1,0.5,-1,0.33333333333333337,0.3999999999999999,4
8304,-0,0.5,0,0.33333333333333337,0,4
8320,0.5,0.5,0,0.33333333333333337,-0.6,3
8327,1,1,-0.19999999999999996,0.33333333333333337,0.8,7
8334,1,0.5,0.3999999999999999,1,1,1
8344,1,-0.5,-0.8,1,0.3999999999999999,1
8372,1,-0,-0.19999999999999996,1,1,1
8489,0.5,0.5,0,0.33333333333333337,0.3999999999999999,7
8538,0.5,-0.5,0.19999999999999996,0.33333333333333337,0.6000000000000001,4
8608,0.5,0.5,0.19999999999999996,1,0.6000000000000001,1
8610,-0,0.5,-0.4,-0.33333333333333326,0.6000000000000001,6
8639,1,1,0,-0.33333333333333326,-0.8,5
8665,0.5,-0.5,0,0.33333333333333337,0.6000000000000001,4
8745,0.5,0.5,-0.8,0.33333333333333337,0.3999999999999999,2
8757,0.5,0.5,-0.6,0.33333333333333337,0.3999999999999999,2
8798,1,0.5,0,0.33333333333333337,0.6000000000000001,7
8812,1,0.5,0,0.33333333333333337,0.3999999999999999,3
8849,0.5,0.5,-0.4,0.33333333333333337,0.6000000000000001,7
8864,1,1,-1,1,0.19999999999999996,3
8867,1,1,-0.19999999999999996,0.33333333333333337,0.6000000000000001,7
8892,1,1,-0.4,0.33333333333333337,1,7
8920,1,1,-0.4,1,1,2
9003,0.5,-1,-0.19999999999999996,-0.33333333333333326,0.19999999999999996,4
9040,1,0.5,-0.4,1,1,2
9048,1,1,0,-0.33333333333333326,0.8,6
9088,0.5,-0.5,0,0.33333333333333337,1,4
9094,1,-0.5,-1,1,0.8,1
9170,1,0.5,-1,1,0.6000000000000001,2
9176,0.5,0.5,0,1,1,1
9216,1,0.5,-0.4,0.33333333333333337,1,7
9220,1,1,0,0.33333333333333337,0,3
9286,1,0.5,-0.4,1,0.8,2
9320,1,-0.5,-0.19999999999999996,1,1,1
9332,0.5,0.5,-0.8,0.33333333333333337,0,2
9357,0.5,1,-1,-0.33333333333333326,-0.8,3
9363,1,1,0,-0.33333333333333326,0.19999999999999996,5
9486,0.5,-0,-0.4,-0.33333333333333326,0,6
9494,1,1,0.19999999999999996,0.33333333333333337,0.6000000000000001,5
9500,1,-0,0.19999999999999996,-0.33333333333333326,0.6000000000000001,6
9557,-0,-0.5,0,0.33333333333333337,0.6000000000000001,5
9570,1,-0,-0.19999999999999996,0.33333333333333337,-0.19999999999999996,1
9611,0.5,-0,-0.8,0.33333333333333337,0.3999999999999999,2
9613,-0,1,0.19999999999999996,0.33333333333333337,-0.6,4
9619,1,-0,0.3999999999999999,0.33333333333333337,0,4
9620,1,-0.5,0.3999999999999999,0.33333333333333337,0.19999999999999996,4
9632,1,1,-0.4,0.33333333333333337,0,3
9635,1,1,-0.4,1,0,3
9719,1,1,-1,0.33333333333333337,0.8,7
9737,-1,-0,-0.4,-0.33333333333333326,-0.6,4
9749,1,0.5,-0.6,0.33333333333333337,0.6000000000000001,7
9750,0.5,-0,0.19999999999999996,0.33333333333333337,-0.4,4
9771,1,1,0.19999999999999996,0.33333333333333337,1,7
9795,0.5,0.5,0.8,0.33333333333333337,-0.4,5
9805,-0.5,-0,0,-1,-0.6,1
9848,1,1,0,-1,0,5
9874,1,1,0.3999999999999999,0.33333333333333337,0.6000000000000001,5
9898,0.5,-0.5,0,-0.33333333333333326,0.3999999999999999,4
9931,0.5,0.5,0.6000000000000001,-1,-0.4,5
9964,1,0.5,-0.4,0.33333333333333337,0,3
10089,1,0.5,0,0.33333333333333337,0.19999999999999996,3
10128,1,0.5,-0.6,-0.33333333333333326,0,3
10217,1,0.5,0.19999999999999996,0.33333333333333337,0.19999999999999996,3
10310,1,0.5,-1,0.33333333333333337,0.6000000000000001,7
10324,1,-0.5,-0.4,0.33333333333333337,-0.8,4
10364,0.5,0.5,0,0.33333333333333337,0.3999999999999999,7
10391,0.5,-0.5,0,-0.33333333333333326,1,4
10404,0.5,-0,0.19999999999999996,0.33333333333333337,-0.6,4
10417,0.5,0.5,0,0.33333333333333337,0,3
10458,1,0.5,-0.4,0.33333333333333337,0.6000000000000001,7
10612,0.5,-0.5,0.19999999999999996,-0.33333333333333326,-1,4
10642,0.5,0.5,-0.19999999999999996,1,0.6000000000000001,1
10670,-0,1,-0.19999999999999996,-0.33333333333333326,0.3999999999999999,6
10729,0.5,0.5,0,-0.33333333333333326,0.6000000000000001,6
10733,0.5,-0,0,0.33333333333333337,0.19999999999999996,1
10768,1,1,0,1,0.6000000000000001,3
10779,0.5,1,-0.6,0.33333333333333337,0.6000000000000001,7
10818,1,1,0.19999999999999996,0.33333333333333337,-0.4,3
10859,1,1,-0.4,1,0.8,2
10869,1,0.5,-0.4,0.33333333333333337,-0.4,3
10920,0.5,1,-0.6,1,1,2
10923,1,1,0,0.33333333333333337,1,7
11137,1,0.5,-0.19999999999999996,1,0.3999999999999999,1
11151,0.5,0.5,0.6000000000000001,-1,-0.4,5
11167,0.5,0.5,-0.4,0.33333333333333337,0.8,7
11190,0.5,-0.5,0,0.33333333333333337,0.19999999999999996,4
11224,0.5,0.5,0,-0.33333333333333326,0.6000000000000001,6
11254,1,0.5,-0.4,1,0,3
11262,1,0.5,0,0.33333333333333337,0.6000000000000001,7
11271,1,-0.5,-0.6,1,0.6000000000000001,1
11286,1,0.5,-0.4,0.33333333333333337,0.8,7
11378,0.5,-0.5,-0.19999999999999996,0.33333333333333337,0.3999999999999999,1
11397,1,0.5,0,0.33333333333333337,-0.19999999999999996,3
11457,0.5,0.5,0,1,-0.19999999999999996,4
11465,1,1,0,0.33333333333333337,0,3
11473,1,0.5,-0.19999999999999996,0.33333333333333337,1,7
11478,1,1,-0.4,1,0.6000000000000001,2
11529,-0.5,-0,0,-0.33333333333333326,0,1
11615,0.5,0.5,0.3999999999999999,0.33333333333333337,0.19999999999999996,5
11629,0.5,0.5,0.19999999999999996,0.33333333333333337,0.3999999999999999,7
11632,1,0.5,0.19999999999999996,0.33333333333333337,-0.19999999999999996,3
11652,-0,0.5,0,0.33333333333333337,-1,4
11737,1,-0,0,1,0.6000000000000001,1
11808,-0,0.5,0,0.33333333333333337,1,4
11836,0.5,0.5,0.8,0.33333333333333337,-0.19999999999999996,5
11838,1,-0.5,0,1,1,1
11839,1,0.5,0.3999999999999999,0.33333333333333337,0.19999999999999996,5
11898,1,1,0.19999999999999996,0.33333333333333337,0.8,7
11931,1,1,-0.6,1,0.6000000000000001,2
11950,1,-0.5,0,0.33333333333333337,0.3999999999999999,4
11984,-1,1,1,0.33333333333333337,1,4
12133,1,-0.5,-0.4,0.33333333333333337,0.6000000000000001,1
12140,0.5,0.5,0,0.33333333333333337,0,3
12168,1,0.5,-0.19999999999999996,0.33333333333333337,0.3999999999999999,7
12179,0.5,0.5,0,0.33333333333333337,0.3999999999999999,7
12217,1,0.5,0.3999999999999999,0.33333333333333337,0.19999999999999996,5
12218,0.5,0.5,-0.4,-0.33333333333333326,0,5
12248,0.5,-0.5,0,0.33333333333333337,0.3999999999999999,4
12263,0.5,-0.5,0,0.33333333333333337,0.6000000000000001,4
12266,0.5,0.5,0,0.33333333333333337,0,3
12319,1,0.5,-0.6,0.33333333333333337,0.8,7
12389,0.5,0.5,0,-0.33333333333333326,1,6
12410,1,1,-1,1,1,2
12447,1,0.5,-0.19999999999999996,0.33333333333333337,-0.4,3
12454,1,-0,0.19999999999999996,-0.33333333333333326,0.3999999999999999,6
12482,1,0.5,0,1,0.6000000000000001,1
12502,1,0.5,-0.6,1,0,3
12505,1,-0,-0.19999999999999996,0.33333333333333337,0.6000000000000001,1
12514,-0,0.5,0.6000000000000001,1,-0.4,6
12566,0.5,0.5,0.6000000000000001,0.33333333333333337,0,5
12637,1,1,-0.4,1,1,2
12638,0.5,0.5,0,0.33333333333333337,0.19999999999999996,3
12650,-1,1,0,0.33333333333333337,0.6000000000000001,4
12664,1,-0,-0.19999999999999996,0.33333333333333337,0.6000000000000001,1
12688,0.5,0.5,-0.4,-1,0,5
12792,1,0.5,-0.19999999999999996,-0.33333333333333326,0.6000000000000001,6
12820,1,1,-0.19999999999999996,0.33333333333333337,1,7
12831,0.5,-0.5,0.19999999999999996,-0.33333333333333326,0.6000000000000001,4
12869,1,1,0,0.33333333333333337,0,3
12914,0.5,0.5,0.3999999999999999,-0.33333333333333326,-0.4,5
12981,0.5,-1,0,-0.33333333333333326,0,4
13001,1,0.5,-0.19999999999999996,0.33333333333333337,0.3999999999999999,7
13095,0.5,0.5,0,0.33333333333333337,0.6000000000000001,7
13108,0.5,-0.5,0,-0.33333333333333326,-0.8,4
13128,0.5,1,-0.19999999999999996,0.33333333333333337,-0.6,3
13137,0.5,1,0,0.33333333333333337,-0.6,3
13155,0.5,0.5,-0.4,-0.33333333333333326,-1,3
13204,0.5,0.5,-0.4,1,0.19999999999999996,1
13231,1,0.5,-0.6,0.33333333333333337,0.3999999999999999,7
13246,0.5,0.5,0.3999999999999999,0.33333333333333337,0,5
13251,0.5,0.5,-0.4,-0.33333333333333326,-0.6,5
13315,1,1,0.3999999999999999,0.33333333333333337,0.6000000000000001,5
13343,0.5,0.5,0,-0.33333333333333326,0.6000000000000001,6
13365,0.5,0.5,0.3999999999999999,-0.33333333333333326,1,6
13401,0.5,-0.5,0,0.33333333333333337,-0.4,4
13456,1,0.5,-0.6,1,1,2
13495,0.5,0.5,0,-0.33333333333333326,0.6000000000000001,6
13528,0.5,-0,0.3999999999999999,0.33333333333333337,0.3999999999999999,4
13536,1,1,-0.4,0.33333333333333337,1,7
13581,1,-0.5,-0.4,0.33333333333333337,-0.6,4
13587,0.5,0.5,0.6000000000000001,-0.33333333333333326,0,5
13589,0.5,-0.5,0,-0.33333333333333326,-0.19999999999999996,4
13597,1,0.5,-0.4,0.33333333333333337,0.6000000000000001,7
13601,1,1,-0.4,1,0.3999999999999999,3
13634,-1,-0,0,1,0.19999999999999996,5
13640,1,0.5,-0.4,0.33333333333333337,1,7
13657,0.5,1,-1,-0.33333333333333326,0.6000000000000001,7
13730,0.5,1,-0.4,0.33333333333333337,0.8,7
13770,0.5,0.5,0.6000000000000001,-0.33333333333333326,0.6000000000000001,6
13780,1,0.5,0,1,1,1
13785,-1,-0,1,0.33333333333333337,0,7
13799,0.5,-0.5,0.19999999999999996,-0.33333333333333326,0.3999999999999999,4
13818,1,0.5,-0.19999999999999996,1,0.6000000000000001,1
13842,1,0.5,-0.4,1,0.19999999999999996,1
13882,0.5,-0.5,0.3999999999999999,-0.33333333333333326,0,4
13910,1,-0.5,-0.4,0.33333333333333337,0.6000000000000001,1
13930,1,-0,-0.19999999999999996,1,0.19999999999999996,1
13943,0.5,0.5,0.3999999999999999,0.33333333333333337,1,6
13977,0.5,0.5,0,0.33333333333333337,0,3
14125,0.5,-0.5,0.6000000000000001,-0.33333333333333326,0,4
14135,1,-0.5,-0.19999999999999996,0.33333333333333337,0.3999999999999999,1
14150,1,-0,-0.4,1,1,1
14151,0.5,-0,0.19999999999999996,-0.33333333333333326,0,5
14172,1,0.5,-0.6,1,-0.19999999999999996,3
14185,0.5,-0,-0.4,0.33333333333333337,0,1
14189,0.5,-0.5,0.19999999999999996,0.33333333333333337,0.3999999999999999,4
14219,0.5,1,0,0.33333333333333337,0,3
14230,1,1,-0.4,0.33333333333333337,0,3
14250,1,-0.5,0,0.33333333333333337,1,4
14337,1,1,0.19999999999999996,-1,1,6
14342,1,-0.5,-0.4,0.33333333333333337,1,1
14385,1,0.5,-0.6,1,0.19999999999999996,3
14400,1,1,0.19999999999999996,-0.33333333333333326,-0.6,5
14453,1,0.5,-0.6,0.33333333333333337,1,7
14488,0.5,0.5,0,-0.33333333333333326,-0.19999999999999996,5
14508,1,0.5,-0.6,-0.33333333333333326,0.19999999999999996,7
14548,0.5,0.5,0,0.33333333333333337,0,3
14564,0.5,0.5,-0.4,0.33333333333333337,0.8,7
14597,1,-0,-0.4,0.33333333333333337,-0.19999999999999996,3
14719,1,1,-0.4,0.33333333333333337,0.6000000000000001,7
14740,1,1,0,-0.33333333333333326,-0.4,5
14780,0.5,0.5,0,1,-0.4,4
14786,0.5,-0,-0.19999999999999996,0.33333333333333337,1,1
14818,0.5,0.5,-0.8,0.33333333333333337,0.8,2
14823,1,-0.5,0,0.33333333333333337,0,4
