freehms,gincdif,lrscale,impcntr,euftf,item,group
1,0.05670258312292631,0.026784744006012683,-0.11035808915403855,-0.0017979455013464867,freehms,1
0.05670258312292631,1,-0.10522999496924527,-0.14816549241232047,-0.064474094522462,gincdif,1
0.026784744006012683,-0.10522999496924527,1,0.24713545839292833,0.02862657789924042,lrscale,1
-0.11035808915403855,-0.14816549241232047,0.24713545839292833,1,0.18395706991364888,impcntr,1
-0.0017979455013464867,-0.064474094522462,0.02862657789924042,0.18395706991364888,1,euftf,1
1,0.34827299645302384,-0.400989650732973,0.49077630738873973,0.2997638961778527,freehms,2
0.34827299645302384,1,-0.3058340948941202,0.3467476852482635,0.1715639165947648,gincdif,2
-0.400989650732973,-0.3058340948941202,1,-0.3835140041567549,-0.18243611974550314,lrscale,2
0.49077630738873973,0.3467476852482635,-0.3835140041567549,1,0.23958608268123685,impcntr,2
0.2997638961778527,0.1715639165947648,-0.18243611974550314,0.23958608268123685,1,euftf,2
