freehms,gincdif,lrscale,impcntr,euftf,item,group
1,0.26578438370605945,0.013265964826647832,-0.06479316717624753,0.08255200873272643,freehms,1
0.26578438370605945,1,-0.05341732248900578,0.038406899868670415,-0.044615315853535724,gincdif,1
0.013265964826647832,-0.05341732248900578,1,0.26254663928657745,0.061688108620608945,lrscale,1
-0.06479316717624753,0.038406899868670415,0.26254663928657745,1,0.2717945081894354,impcntr,1
0.08255200873272643,-0.044615315853535724,0.061688108620608945,0.2717945081894354,1,euftf,1
1,0.5567695914156405,-0.17969349779143104,0.4292273897532442,0.1908842930783041,freehms,2
0.5567695914156405,1,-0.22217726982367825,0.4996618793608635,0.10826223170560033,gincdif,2
-0.17969349779143104,-0.22217726982367825,1,-0.14523425052004696,0.061939106260465934,lrscale,2
0.4292273897532442,0.4996618793608635,-0.14523425052004696,1,0.1343746240289806,impcntr,2
0.1908842930783041,0.10826223170560033,0.061939106260465934,0.1343746240289806,1,euftf,2
1,-0.4462709829077476,-0.1489852159125228,0.634788577642417,0.23042757277468082,freehms,3
-0.4462709829077476,1,0.166281185349327,-0.07911327727774174,0.22467752942988828,gincdif,3
-0.1489852159125228,0.166281185349327,1,-0.1095374109689354,-0.1327702182018139,lrscale,3
0.634788577642417,-0.07911327727774174,-0.1095374109689354,1,0.1991044941744072,impcntr,3
0.23042757277468082,0.22467752942988828,-0.1327702182018139,0.1991044941744072,1,euftf,3
