freehms,gincdif,lrscale,impcntr,euftf,item,group
1,0.04952345172471923,0.1324683910949184,0.16111869189772696,0.08747344368350138,freehms,1
0.04952345172471923,1,-0.0692292563978042,-0.03517473241404921,0.31004474012720173,gincdif,1
0.1324683910949184,-0.0692292563978042,1,0.1370956938866878,-0.22246505140296063,lrscale,1
0.16111869189772696,-0.03517473241404921,0.1370956938866878,1,0.027753797319316667,impcntr,1
0.08747344368350138,0.31004474012720173,-0.22246505140296063,0.027753797319316667,1,euftf,1
1,-0.5827329060374433,0.1961852287985763,0.36371677443620914,0.4835639070691796,freehms,2
-0.5827329060374433,1,-0.13017231484232264,-0.4068241519390001,-0.6092906626671465,gincdif,2
0.1961852287985763,-0.13017231484232264,1,0.33991035757001337,0.3790091919864747,lrscale,2
0.36371677443620914,-0.4068241519390001,0.33991035757001337,1,0.7347354460051981,impcntr,2
0.4835639070691796,-0.6092906626671465,0.3790091919864747,0.7347354460051981,1,euftf,2
1,0.38768865968812943,-0.34770898301181996,0.2393913128512373,-0.023623897046913298,freehms,3
0.38768865968812943,1,-0.46184124446734953,0.6541136798722261,-0.16059356855496293,gincdif,3
-0.34770898301181996,-0.46184124446734953,1,-0.4386192197628866,0.5381307226265285,lrscale,3
0.2393913128512373,0.6541136798722261,-0.4386192197628866,1,-0.09332763121913087,impcntr,3
-0.023623897046913298,-0.16059356855496293,0.5381307226265285,-0.09332763121913087,1,euftf,3
