freehms,gincdif,lrscale,impcntr,euftf,item,group
1,0.18274053931718598,-0.2875873176234181,0.49388845332565723,0.18687336456335693,freehms,1
0.18274053931718598,1,-0.26659677130535203,0.10521920189788847,0.07926085378077165,gincdif,1
-0.2875873176234181,-0.26659677130535203,1,-0.20430241298315668,0.11851103484183682,lrscale,1
0.49388845332565723,0.10521920189788847,-0.20430241298315668,1,0.16037273511855105,impcntr,1
0.18687336456335693,0.07926085378077165,0.11851103484183682,0.16037273511855105,1,euftf,1
1,-0.36479449980712264,0.35311911864466156,0.17927474954303818,-0.21311914477513935,freehms,2
-0.36479449980712264,1,-0.09170527491293118,-0.020060496245769915,0.37008601496406895,gincdif,2
0.35311911864466156,-0.09170527491293118,1,0.16247788761357795,-0.039310231189481154,lrscale,2
0.17927474954303818,-0.020060496245769915,0.16247788761357795,1,-0.058316957559545496,impcntr,2
-0.21311914477513935,0.37008601496406895,-0.039310231189481154,-0.058316957559545496,1,euftf,2
1,0.346114162174207,0.11840860652179176,0.19618519073981622,0.13259136803517735,freehms,3
0.346114162174207,1,0.06215749504547096,0.23765476196646257,-0.13505975800113776,gincdif,3
0.11840860652179176,0.06215749504547096,1,0.1768605451531069,0.20433617349649918,lrscale,3
0.19618519073981622,0.23765476196646257,0.1768605451531069,1,0.05347520785170206,impcntr,3
0.13259136803517735,-0.13505975800113776,0.20433617349649918,0.05347520785170206,1,euftf,3
