"BehaviorSpace results (NetLogo 6.2.2)"
"coherence_FK.nlogo"
"conformityVariabilityInteraction-staticNetwork-groups_WIDE_RS06-10"
"11/09/2022 16:55:12:604 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-47","47","-47","47"
"[run number]","rand-seed","max_time","k_link","k","conformity_tendency","var_of_new_belief","prob_soc_infl","prob_self_check","set_agents","corol_mat_file","agent_data","link_health_ch","drop-bad-link","prob_add_link","prob_FoF","link_lonely?","max_num_links","no_repeat_link?","visualisations?","rearrange_every","show-old-links?","show-new-links?","only_group_shown","network_type","rewiring","neis","min_degree","clustering_exp","toroidial_world?","belief_shown","x_belief","y_belief","fuzz","group_shown","own_stamp","store_agents?","network_file","main_folder","store_metadata?","store_agents_filename","store_network_filename","storing_folder","store_metadata_filename","use_random_stamp?","store_network?","[step]","ticks","extremness","diversity","g1_ex","g1_dv","g2_ex","g2_dv","g3_ex","g3_dv","g4_ex","g4_dv","g5_ex","g5_dv","g6_ex","g6_dv","g7_ex","g7_dv","g8_ex","g8_dv","g9_ex","g9_dv","g10_ex","g10_dv","g11_ex","g11_dv","g12_ex","g12_dv"
"20","6","200","-1","33","0.2","0.15","0.5","0.5","From File","DE/correlationsCCA.csv","DE/itemsCCA.csv","0.3","0","0","0.3","false","20","false","false","0","false","false","false","Watts","0.1","10","1","0.01","false","2","2","3","0.025","1","A00001","true","network.txt","","true","agent-data","network-data","","meta-data","true","false","200","200","0.9208293236495686","0.7617999463499203","0.9148513157894731","0.4903789119895473","0.9684075675675672","0.23408927494801707","0.9459061611374411","0.3051000230736309","0.9183599999999996","0.6610078155689949","0.9101686153846156","0.46292434923655434","0.8944830188679245","0.3982819743637806","0.900379999999999","0.19880843825986005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"26","6","200","-1","33","0.25","0.05","0.5","0.5","From File","DE/correlationsCCA.csv","DE/itemsCCA.csv","0.3","0","0","0.3","false","20","false","false","0","false","false","false","Watts","0.1","10","1","0.01","false","2","2","3","0.025","1","A00001","true","network.txt","","true","agent-data","network-data","","meta-data","true","false","200","200","0.9069268270540155","0.7448306676851477","0.9024684210526314","0.48070223479962076","0.9607221621621621","0.23000680433538148","0.9335962085308053","0.30051664023438757","0.8973844155844157","0.637380288962275","0.89056","0.4527532954241603","0.88531037735849","0.39092008670741113","0.889965945945946","0.20018752461155032","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"25","6","200","-1","33","0.25","0.01","0.5","0.5","From File","DE/correlationsCCA.csv","DE/itemsCCA.csv","0.3","0","0","0.3","false","20","false","false","0","false","false","false","Watts","0.1","10","1","0.01","false","2","2","3","0.025","1","A00001","true","network.txt","","true","agent-data","network-data","","meta-data","true","false","200","200","0.8875850204266909","0.7238344968382473","0.8793986842105257","0.4732998934473409","0.9452962162162164","0.22318125666654992","0.9159658767772522","0.30770881362784175","0.8794561038961033","0.6182818710166561","0.8697809230769232","0.44362746530325026","0.8627594339622643","0.38299733612695375","0.8714075675675673","0.19801483069032194","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"27","6","200","-1","33","0.25","0.1","0.5","0.5","From File","DE/correlationsCCA.csv","DE/itemsCCA.csv","0.3","0","0","0.3","false","20","false","false","0","false","false","false","Watts","0.1","10","1","0.01","false","2","2","3","0.025","1","A00001","true","network.txt","","true","agent-data","network-data","","meta-data","true","false","200","200","0.9277019518837942","0.7696151619514107","0.9241499999999997","0.4887994350267957","0.971451891891892","0.2343296854769769","0.9517748815165878","0.30724218225396266","0.9211511688311692","0.6663854795858195","0.9165249230769235","0.46544507756184483","0.9077103773584904","0.39870315329888073","0.9093778378378383","0.20224903038245504","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"22","6","200","-1","33","0.2","0.4","0.5","0.5","From File","DE/correlationsCCA.csv","DE/itemsCCA.csv","0.3","0","0","0.3","false","20","false","false","0","false","false","false","Watts","0.1","10","1","0.01","false","2","2","3","0.025","1","A00001","true","network.txt","","true","agent-data","network-data","","meta-data","true","false","200","200","0.9491566954153428","0.7972880154877126","0.9452144736842103","0.49418384599592285","0.9773470270270262","0.24235443067382997","0.9654274881516585","0.2909075404489099","0.9510098701298704","0.7015668109206183","0.9476787692307692","0.4783368978546281","0.9208707547169815","0.39428053219556164","0.9353200000000005","0.2164140683771385","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"23","6","200","-1","33","0.2","0.6","0.5","0.5","From File","DE/correlationsCCA.csv","DE/itemsCCA.csv","0.3","0","0","0.3","false","20","false","false","0","false","false","false","Watts","0.1","10","1","0.01","false","2","2","3","0.025","1","A00001","true","network.txt","","true","agent-data","network-data","","meta-data","true","false","200","200","0.9544122560145242","0.8046879306113104","0.9522328947368429","0.5053989017624625","0.9790940540540534","0.2438467941628078","0.9688962085308059","0.30085629036068096","0.9567963636363646","0.7170737463602685","0.9538356923076916","0.4816702221120074","0.9247839622641507","0.4108197212274861","0.9423443243243247","0.2191231757202014","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"24","6","200","-1","33","0.2","0.8","0.5","0.5","From File","DE/correlationsCCA.csv","DE/itemsCCA.csv","0.3","0","0","0.3","false","20","false","false","0","false","false","false","Watts","0.1","10","1","0.01","false","2","2","3","0.025","1","A00001","true","network.txt","","true","agent-data","network-data","","meta-data","true","false","200","200","0.9570440308670003","0.8072586829765207","0.9560144736842094","0.4954984866090659","0.9798994594594591","0.24418443794666755","0.9705928909952608","0.3061288477559498","0.9593257142857142","0.7180088801595319","0.9567366153846155","0.48298497291702114","0.9269009433962262","0.4108035843531053","0.9461762162162162","0.21935264763055473","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"32","6","200","-1","33","0.25","0.8","0.5","0.5","From File","DE/correlationsCCA.csv","DE/itemsCCA.csv","0.3","0","0","0.3","false","20","false","false","0","false","false","false","Watts","0.1","10","1","0.01","false","2","2","3","0.025","1","A00001","true","network.txt","","true","agent-data","network-data","","meta-data","true","false","200","200","0.968676713572402","0.8199229453652176","0.9692164473684212","0.5090262991025519","0.9849340540540543","0.24650385951071024","0.9787563981042651","0.3223836225734749","0.9697974025974029","0.725539736433532","0.9694800000000006","0.4893706290417925","0.9422056603773583","0.4153263691204657","0.9619037837837837","0.20665309675991347","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"30","6","200","-1","33","0.25","0.4","0.5","0.5","From File","DE/correlationsCCA.csv","DE/itemsCCA.csv","0.3","0","0","0.3","false","20","false","false","0","false","false","false","Watts","0.1","10","1","0.01","false","2","2","3","0.025","1","A00001","true","network.txt","","true","agent-data","network-data","","meta-data","true","false","200","200","0.9632959600544707","0.8129739513646758","0.9629789473684214","0.49750657134038184","0.9829048648648644","0.2452702677407149","0.974953554502369","0.3198793006377151","0.9633449350649345","0.7161473994399914","0.9629366153846151","0.48610600396525594","0.9391830188679247","0.4154456373789118","0.9545367567567565","0.205105742235358","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"31","6","200","-1","33","0.25","0.6","0.5","0.5","From File","DE/correlationsCCA.csv","DE/itemsCCA.csv","0.3","0","0","0.3","false","20","false","false","0","false","false","false","Watts","0.1","10","1","0.01","false","2","2","3","0.025","1","A00001","true","network.txt","","true","agent-data","network-data","","meta-data","true","false","200","200","0.9666199727644125","0.8169674445320411","0.9668138157894737","0.49871027928455236","0.98417081081081","0.2461036077036602","0.9772725118483411","0.3285994617565228","0.9675833766233763","0.7201966613707966","0.9672209230769229","0.48813970310395194","0.9408820754716978","0.41493846898706144","0.9587524324324324","0.20633013196016114","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
