freehms,gincdif,lrscale,impcntr,euftf,item,group
1,0.2957848077331489,-0.29132248124786797,0.4072684391328589,0.23686869210349065,freehms,1
0.2957848077331489,1,-0.2052877439710786,0.20983743236363311,0.03123473206882415,gincdif,1
-0.29132248124786797,-0.2052877439710786,1,-0.11452114712584635,-0.024317076735880586,lrscale,1
0.4072684391328589,0.20983743236363311,-0.11452114712584635,1,0.19438293349858982,impcntr,1
0.23686869210349065,0.03123473206882415,-0.024317076735880586,0.19438293349858982,1,euftf,1
1,-0.3031680304133765,0.15073401569242986,0.14977768069408098,0.017611811070996047,freehms,2
-0.3031680304133765,1,0.04290234821855003,0.2006917634531217,0.061043339972929093,gincdif,2
0.15073401569242986,0.04290234821855003,1,0.004800135136154668,-0.18182846777431835,lrscale,2
0.14977768069408098,0.2006917634531217,0.004800135136154668,1,0.16492667028818653,impcntr,2
0.017611811070996047,0.061043339972929093,-0.18182846777431835,0.16492667028818653,1,euftf,2
1,0.3908416855783365,-0.005670340304030971,-0.08814403823469581,-0.008628267834468479,freehms,3
0.3908416855783365,1,0.03194276388753563,-0.031150386816967204,-0.1976164320415306,gincdif,3
-0.005670340304030971,0.03194276388753563,1,0.19288800024648778,0.12895219542476133,lrscale,3
-0.08814403823469581,-0.031150386816967204,0.19288800024648778,1,0.2899888143328221,impcntr,3
-0.008628267834468479,-0.1976164320415306,0.12895219542476133,0.2899888143328221,1,euftf,3
